time,Rn_air__Bqm3,Rn_air_err__Bqm3,Rn_gw__Bqm3,Rn_gw_err__Bqm3,Rn_offshore__Bqm3,Rn_offshore_err__Bqm3,Ra226_wat__Bqm3,Ra226_wat_err__Bqm3,Ra226_sed__Bqg,Ra226_sed_err__Bqg,Rn_exch__Bqm3,Rn_exch_err__Bqm3,Rn_wat__Bqm3,Rn_wat_err__Bqm3,temp_wat__C,temp_wat_err__C,sal_wat,sal_wat_err,wind__ms,wind_err__ms,depth__m,depth_err__m,f_mix_exp__Bqm2hr,f_mix_exp_err__Bqm2hr,meas_t__min,temp_wat__K,kw_air,f_atm__Bqm2hr,f_dif__Bqm2hr,ex_Rn_wat__Bqm3,ex_Rn_wat_inv__Bqm2,f_Rn_gross__Bqm2hr,f_Rn_flood__Bqm2hr,f_Rn_ebb__Bqm2hr,f_Rn_net__Bqm2hr,f_mix__Bqm2hr,f_Rn_total__Bqm2hr,f_gw__m3m2d
2012-01-26T11:10:00Z,0.17,,1000,,0.17,,0.17,,1,,4.605522,,0.8812998561431881,,24.1,,33,,3.6,,1.129,,0,,,297.25,0.19135721339365833,0.027749970722074236,1238.2583333333334,0.711299856143188,0.8030575375856592,,,,,,,
2012-01-26T12:10:00Z,0.17,,1000,,0.17,,0.17,,1,,26.33286,,5.026183165246456,,24.2,,33,,2.1,,1.16,,0,,60,297.34999999999997,0.19087114598438817,0.06904058988268306,1238.2583333333334,4.856183165246456,5.633172471685889,4.830114934100229,0.0052699999999999865,0,-1233.3644478093506,1233.3644478093506,0,0
2012-01-26T13:10:00Z,0.17,,1000,,0.17,,0.17,,1,,40.2738,,7.650127735172414,,24.39,,33,,2.6,,1.215,,0,,60,297.53999999999996,0.18995296533161543,0.14870314030349258,1238.2583333333334,7.480127735172414,9.088355198234483,3.4551827265485944,0.009350000000000028,0,-1234.6637974664814,1234.6637974664814,0,0
2012-01-26T14:10:00Z,0.17,,1000,,0.17,,0.17,,1,,55.78883,,10.459032961529656,,24.91,,33,,2.1,,1.28,,0,,60,298.06,0.18747539537089516,0.14590795651544622,1238.2583333333334,10.289032961529657,13.16996219075796,4.0816069925234775,0.011049999999999992,0,-1234.0418683842945,1234.0418683842945,0,0
2012-01-26T15:10:00Z,0.17,,1000,,0.17,,0.17,,1,,65.08697,,12.220641965590348,,24.85,,33,,2.6,,1.325,,0,,60,298,0.18775865531288902,0.23979283806774415,1238.2583333333334,12.050641965590348,15.96710060440721,2.7971384136492503,0.007649999999999988,0,-1235.2290520816164,1235.2290520816164,0,0
2012-01-26T16:10:00Z,0.17,,1000,,0.17,,0.17,,1,,69.73603,,13.063930749015634,,24.94,,33,,2.6,,1.361,,0,,60,298.09,0.18733401871336286,0.25677562944707194,1238.2583333333334,12.893930749015635,17.548639749410277,1.5815391450030667,0.006120000000000006,0,-1236.4261385588834,1236.4261385588834,0,0
2012-01-26T17:10:00Z,0.17,,1000,,0.17,,0.17,,1,,75.93479,,14.354844460070538,,24.58,,33,,1.5,,1.373,,265.0251884,,60,297.72999999999996,0.18904173515289285,0.11633317433125072,1238.2583333333334,14.184844460070538,19.475791443676847,1.9271516942665698,0.002040000000000002,0,-971.1917000647356,971.1917000647356,0,0
2012-01-26T18:10:00Z,0.17,,1000,,0.17,,0.17,,1,,58.8617,,11.118886112711289,,24.61,,33,,2.1,,1.343,,0,,60,297.76,0.18889848768743153,0.15435104567080823,1238.2583333333334,10.948886112711289,14.704354049371261,-4.771437394305585,0,0.328466583381339,-1242.546953098587,1242.546953098587,0,0
2012-01-26T19:10:00Z,0.17,,1000,,0.17,,0.17,,1,,77.48447,,14.737074718164266,,24.34,,33,,4.1,,1.319,,53.22143915,,60,297.48999999999995,0.19019391522151813,0.6037210200136336,1238.2583333333334,14.567074718164266,19.213971553258666,4.509617503887406,0,0.3496097932359427,-1179.5739458661965,1179.5739458661965,0,0
2012-01-26T20:10:00Z,0.17,,1000,,0.17,,0.17,,1,,75.93479,,14.468011662529523,,24.27,,33,,4.6,,1.245,,0,,60,297.41999999999996,0.19053205602503837,0.7118443995396996,1238.2583333333334,14.298011662529523,17.801024519849257,-1.4129470334094094,0,1.0580528630271826,-1237.901383104176,1237.901383104176,0,0
2012-01-26T21:10:00Z,0.17,,1000,,0.17,,0.17,,1,,80.58385,,15.40461445843174,,24.14,,33,,6.2,,1.151,,0,,60,297.28999999999996,0.19116255252673756,1.2200482837436888,1238.2583333333334,15.23461445843174,17.535041241654934,-0.265983278194323,0,1.4320537590925848,-1235.8722145686916,1235.8722145686916,0,0
2012-01-26T22:10:00Z,0.17,,1000,,0.17,,0.17,,1,,99.18014,,18.882611546798202,,24.3,,33,,6.2,,1.102,,131.5454725,,60,297.45,0.19038702251073858,1.4991564112907734,1238.2583333333334,18.7126115467982,20.621297924571618,3.0862566829166838,0,0.9169179657931106,-1101.2105297733328,1101.2105297733328,0,0
2012-01-26T23:10:00Z,0.17,,1000,,0.17,,0.17,,1,,75.93479,,14.515888281981788,,24.14,,33,,6.2,,1.149,,0,,60,297.28999999999996,0.19116255252673756,1.1495122047719517,1238.2583333333334,14.345888281981788,16.483425635997076,-4.137872288574542,0.007989999999999988,0,-1241.254683417136,1241.254683417136,0,0
2012-01-27T00:10:00Z,0.17,,1000,,0.17,,0.17,,1,,85.23293,,16.33071284459329,,24.05,,33,,5.1,,1.19,,0,,60,297.2,0.19160097915903265,0.9452960811842017,1238.2583333333334,16.160712844593288,19.231248285066012,2.7478226490689366,0.0069699999999999875,0,-1234.5721846030804,1234.5721846030804,0,0
2012-01-27T01:10:00Z,0.17,,1000,,0.17,,0.17,,1,,77.48447,,14.84610032161869,,24.05,,33,,6.7,,1.294,,0,,60,297.2,0.19160097915903265,1.3295225420661874,1238.2583333333334,14.67610032161869,18.990873816174588,-0.24037446889142444,0.01768000000000002,0,-1237.1868652601586,1237.1868652601586,0,0
2012-01-27T02:10:00Z,0.17,,1000,,0.17,,0.17,,1,,66.63665,,12.777409286095196,,24.02,,33,,4.6,,1.413,,0,,60,297.16999999999996,0.19174747359141248,0.6264653325607813,1238.2583333333334,12.607409286095196,17.814269321252514,-1.1766044949220742,0.02023,0,-1238.8287024956946,1238.8287024956946,0,0
2012-01-27T03:10:00Z,0.17,,1000,,0.17,,0.17,,1,,69.73603,,13.344492373936559,,24.1,,33,,5.7,,1.514,,167.1296686,,60,297.25,0.19135721339365833,0.923074321003867,1238.2583333333334,13.174492373936559,19.94618145413995,2.131912132887436,0.017169999999999998,0,-1068.090848279442,1068.090848279442,0,0
2012-01-27T04:10:00Z,0.17,,1000,,0.17,,0.17,,1,,52.68945,,10.07994064086783,,24.11,,33,,3.6,,1.592,,0,,60,297.26,0.1913085188945383,0.3285499246003365,1238.2583333333334,9.90994064086783,15.776625500261588,-4.169555953878362,0.013260000000000013,0,-1242.1125993626115,1242.1125993626115,0,0
2012-01-27T05:10:00Z,0.17,,1000,,0.17,,0.17,,1,,55.78883,,10.672878438159184,,24.11,,33,,4.1,,1.613,,237.2678068,,60,297.26,0.1913085188945383,0.43557267415551515,1238.2583333333334,10.502878438159184,16.941142920750764,1.164517420489176,0.0035699999999999846,0,-999.3940064386886,999.3940064386886,0,0
2012-01-27T06:10:00Z,0.17,,1000,,0.17,,0.17,,1,,41.84162,,8.000585887750894,,24.13,,33,,3.1,,1.557,,0,,60,297.28,0.19121118847097446,0.20518383890964167,1238.2583333333334,7.830585887750894,12.192222227228141,-4.7489206935226225,0,0.4385128097140505,-1242.3635573782324,1242.3635573782324,0,0
2012-01-27T07:10:00Z,0.17,,1000,,0.17,,0.17,,1,,54.23914,,10.373769450950764,,24.12,,33,,2.6,,1.457,,488.4230384,,60,297.27,0.19125984392360876,0.20094048311129095,1238.2583333333334,10.203769450950764,14.866892090035265,2.6746698628071233,0,1.020376945095075,-745.93930764232,745.93930764232,0,0
2012-01-27T08:10:00Z,0.17,,1000,,0.17,,0.17,,1,,23.23488,,4.448426074149834,,24.08,,33,,0,,1.342,,150.3738511,,60,297.22999999999996,0.19145466101610312,0.03556347710965754,1238.2583333333334,4.278426074149834,5.741647791509078,-9.125244298526187,0,0.4920189985272309,-1096.4821440562228,1096.4821440562228,0,0
2012-01-27T09:10:00Z,0.17,,1000,,0.17,,0.17,,1,,13.94093,,2.6697356915551453,,24.07,,33,,0,,1.218,,135.5901412,,60,297.21999999999997,0.19150341415925232,0.02123503153383212,1238.2583333333334,2.4997356915551454,3.044678072314167,-2.6969697191949114,0,0.3099672257528383,-1105.0339595952416,1105.0339595952416,0,0
2012-01-27T10:10:00Z,0.17,,1000,,0.17,,0.17,,1,,4.644887,,0.8888326328484294,,24.1,,33,,0,,1.122,,0,,60,297.25,0.19135721339365833,0.006898614514411984,1238.2583333333334,0.7188326328484294,0.8065302140559378,-2.238147858258229,0,0.06900793275344912,-1240.4205746443238,1240.4205746443238,0,0
2012-01-27T11:10:00Z,0.17,,1000,,0.17,,0.17,,1,,9.293953,,1.7631790285156934,,24.44,,33,,0,,1.086,,0,,60,297.59,0.18971249677243832,0.014025717946803535,1238.2583333333334,1.5931790285156935,1.7301924249680432,0.9236622109121053,0,0.05735444502656502,-1237.2632909594479,1237.2632909594479,0,0
2012-01-27T12:10:00Z,0.17,,1000,,0.17,,0.17,,1,,23.23488,,4.325461256020365,,25.19,,33,,0,,1.077,,0,,60,298.34,0.1861624099638287,0.03523776771494431,1238.2583333333334,4.155461256020365,4.475431772733932,2.745239347765889,0,0.037399151304183774,-1235.4404570665483,1235.4404570665483,0,0
2012-01-27T13:10:00Z,0.17,,1000,,0.17,,0.17,,1,,77.48447,,13.987441014687953,,26.43,,33,,0,,1.117,,539.1817562,,60,299.58,0.1805192836020941,0.11695366547400932,1238.2583333333334,13.817441014687953,15.434081613406443,10.95864984067251,0.0068000000000000066,0,-688.007773627187,688.007773627187,0,0
2012-01-27T14:10:00Z,0.17,,1000,,,,,,1,,27.88186,,4.969476463408663,,26.95,,33,,2.6,,1.197,,0,,60,300.09999999999997,0.1782333195636397,0.10066400727826508,1238.2583333333334,,,,,0,,,,
2012-01-27T15:10:00Z,0.17,,,,,,,,1,,83.68324,,14.886054056510067,,27.03,,33,,0,,1.274,,0,,60,300.17999999999995,0.17788572785315276,0.12574332434392937,1238.2583333333334,,,,,0,,,,
,0.17,,,,,,,,,,128.6822,,22.48892681479188,,27.76,,33,,0,,1.351,,33.92427761,,,300.90999999999997,0.17476330692816786,0.1924257453473886,0,,,,,0,,,,
,0.17,,,,,,,,,,122.4806,,21.462052806544147,,27.65,,33,,0,,1.37,,0,,,300.79999999999995,0.17522818149604222,0.18329162827197332,0,,,,,0,,,,
,0.17,,,,,,,,,,178.2946,,31.34064838416267,,27.52,,33,,0,,1.328,,521.4703971,,,300.66999999999996,0.1757801323436754,0.26719551954855436,0,,,,0,,,,,
,0.17,,,,,,,,,,141.0853,,25.318950107986453,,26.67,,33,,0,,1.281,,0,,,299.82,0.17945845604032776,0.21276355686866916,0,,,,0,,,,,
,0.17,,,,,,,,,,165.8914,,,,,,,,,,,,0,,,,,,0,,,,,,,,,
